"Country","State","City","Population","Latitude","Longitude","Elevation"
"Bulgaria","Pazardzhik","Batak",3498,41.95,24.22,1.1e3
"Bulgaria","Razgrad","Tsar Kaloyan, Razgrad Province",3496,43.607078,26.239016,"null"
"Bulgaria","Stara Zagora","Magliz",3456,42.61,25.54,3.8e2
"Bulgaria","Lovech","Letnica",3456,43.300000000000004,25.05,75.
"Bulgaria","Pleven","Gulyantsi",3407,43.633333333333,24.7,"null"
"Bulgaria","Pleven","Dolna Mitropolija",3393,43.47,24.52,76.
"Bulgaria","Veliko Tarnovo","Dolna Orjahovica",3369,43.17,25.73,1.4e2
"Bulgaria","Ruse","Slivo Pole",3333,43.95,26.2,29.
"Bulgaria","Vidin","Kula",3287,43.9,22.53,2.9e2
"Bulgaria","Burgas","Sungurlare",3262,42.76,26.77,1.9e2
"Bulgaria","Plovdiv","Kalofer",3230,42.62,24.98,7.8e2
"Bulgaria","Burgas","Sveti Vlas",3226,42.716666666667,27.766666666667,"null"
"Bulgaria","Vraca","Krivodol",3197,43.37,23.48,1.4e2
"Bulgaria","Blagoevgrad","Belica",3163,41.95,23.56,8.3e2
"Bulgaria","Shumen","Kaspican",3144,43.32,27.16,1.2e2
"Bulgaria","Razgrad","Zavet",11338,43.759055,26.67509,2.5e2
"Bulgaria","Burgas","Primorsko",2992,42.27,27.75,18.
"Bulgaria","Pazardzhik","Vetren, Pazardzhik Province",2981,42.280335,24.047174,"null"
"Bulgaria","Stara Zagora","Gurkovo",2974,42.660000000000004,25.79,3.2e2
"Bulgaria","Vraca","Roman",2961,43.19,23.900000000000002,2.6e2
"Bulgaria","Kardzhali","Dzebel",2932,41.46,25.29,3.7e2
"Bulgaria","Burgas","Kableskovo",2906,42.67,27.580000000000002,2.1e2
"Bulgaria","Lovech","Apriltsi",2899,42.84,24.92,5.3e2
"Bulgaria","Stara Zagora","Nikolaevo",2894,43.32,25.98,2.5e2
"Bulgaria","Veliko Tarnovo","Dolna Oryahovitsa",2884,43.166666666667,25.733333333333,"null"
"Bulgaria","Sofia grad","Buhovo",2882,42.77,23.57,7.6e2
"Bulgaria","Stara Zagora","Pavel Banja",2823,42.59,25.2,4.6e2
"Bulgaria","Blagoevgrad","Dobrinishte",2818,41.819722222222,23.561944444444,"null"
"Bulgaria","Lovech","Jablanica",2765,42.97,24.060000000000002,4.3e2
"Bulgaria","Kyustendil","Rila",2762,42.12,23.12,5.3e2
"Bulgaria","Targovishte","Opaka",2754,43.45,26.18,1.7e2
"Bulgaria","Lovech","Ugarcin",2752,43.1,24.42,2.7e2
"Bulgaria","Blagoevgrad","Hadzidimovo",2745,41.52,23.85,4.7e2
"Bulgaria","Veliko Tarnovo","Zlatarica",2702,43.050000000000004,25.900000000000002,1.4e2
"Bulgaria","Veliko Tarnovo","Bjala Cerkva",2601,43.2,25.3,1.1e2
"Bulgaria","Vidin","Bregovo",2592,44.15,22.650000000000002,58.
"Bulgaria","Vidin","Dunavci",2560,43.92,22.82,38.
"Bulgaria","Burgas","Malko Tarnovo",2449,41.980000000000004,27.53,3.5e2
"Bulgaria","Smolyan","Dospat",2425,41.660000000000004,24.17,1.3e3
"Bulgaria","Plovdiv","Sadovo",2392,42.14,24.95,1.5e2
"Bulgaria","Veliko Tarnovo","Kilifarevo",2368,42.980000000000004,25.63,2.5e2
"Bulgaria","Plovdiv","Laki",2354,41.85,24.82,9.e2
"Bulgaria","Pernik","Tran",2341,42.83,22.650000000000002,7.7e2
"Bulgaria","Sofia","Koprivstica",2321,42.64,24.35,1.1e3
"Bulgaria","Kyustendil","Kocerinovo",2298,42.09,23.07,4.2e2
"Bulgaria","Razgrad","Loznica",2277,43.37,26.61,2.5e2
"Bulgaria","Ruse","Borovo",2232,43.49,25.810000000000002,2.8e2
"Bulgaria","Pernik","Batanovci",2200,42.6,22.98,6.9e2
"Bulgaria","Burgas","Chernomorets",2177,42.443888888889,27.637777777778,"null"
"Bulgaria","Burgas","Aheloy",2171,42.648888888889,27.648055555556,"null"
"Bulgaria","Burgas","Obzor",2125,42.82,27.87,1.e2
"Bulgaria","Montana","Ciprovci",2122,43.39,22.88,5.5e2
"Bulgaria","Pleven","Pordim",2119,43.38,24.85,1.7e2
"Bulgaria","Veliko Tarnovo","Suhindol",2002,43.18,25.17,2.1e2
"Bulgaria","Burgas","Balgarovo",1990,42.62,27.3,54.
"Bulgaria","Silistra","Glavinitsa",1952,43.916666666667,26.833333333333,"null"
"Bulgaria","Ruse","Bjala",1891,43.45981,25.736647,1.1e2
"Bulgaria","Plovdiv","Brezovo",1865,42.36,25.080000000000002,2.5e2
"Bulgaria","Shumen","Kaolinovo",1816,43.62,27.1,2.5e2
"Bulgaria","Haskovo","Mericleri",1802,42.13,25.5,1.4e2
"Bulgaria","Pernik","Zemen",1790,42.47,22.76,6.4e2
"Bulgaria","Gabrovo","Plackovci",1772,42.83,25.47,5.9e2
"Bulgaria","Sliven","Kermen",1727,42.51,26.26,1.5e2
"Bulgaria","Vidin","Gramada",1647,43.84,22.66,2.5e2
"Bulgaria","Sofia","Momin Prohod",1582,42.333333333333,23.866666666667,"null"
"Bulgaria","Silistra","Alfatar",1577,43.96,27.3,1.8e2
"Bulgaria","Ruse","Senovo",1443,43.65,26.36,1.8e2
"Bulgaria","Montana","Bojcinovci",1436,43.47,23.330000000000002,1.1e2
"Bulgaria","Targovishte","Antonovo",1429,43.160000000000004,26.17,4.8e2
"Bulgaria","Burgas","Ahtopol",1419,42.1,27.94,26.
"Bulgaria","Stara Zagora","Sipka",1398,42.72,25.330000000000002,7.5e2
"Bulgaria","Kyustendil","Bobosevo",1311,42.18,22.990000000000002,4.2e2
"Bulgaria","Yambol","Boljarovo",1303,42.15,26.830000000000002,2.3e2
"Bulgaria","Vidin","Dimovo",1174,43.730000000000004,22.73,1.9e2
"Bulgaria","Montana","Brusarci",1162,43.660000000000004,23.080000000000002,1.5e2
"Bulgaria","Plovdiv","Klisura",1080,42.7,24.45,7.5e2
"Bulgaria","Shumen","Pliska",1016,43.36,27.12,1.4e2
"Bulgaria","Haskovo","Madzarovo",726,41.64,25.88,3.4e2
"Bulgaria","Blagoevgrad","Melnik",385,41.52,23.38,4.1e2
